地域,国名,年月,四半期,月,人数,昨対比,人口比,通貨為替レート(円) の平均,為替昨対比,月,四半期
ヨーロッパ,フランス,2010-10-01 00:00:00,Qtr 4,October,16580,108.679%,0.025%,,,10,4
ヨーロッパ,ベルギー,2010-10-01 00:00:00,Qtr 4,October,1923,123.033%,0.016%,,,10,4
ヨーロッパ,ポーランド,2010-10-01 00:00:00,Qtr 4,October,1097,107.866%,0.003%,28.80,90.452%,10,4
ヨーロッパ,ポルトガル,2010-10-01 00:00:00,Qtr 4,October,851,107.585%,0.008%,,,10,4
ヨーロッパ,ロシア,2010-10-01 00:00:00,Qtr 4,October,5426,120.578%,0.004%,2.71,,10,4
ヨーロッパ,英国,2010-10-01 00:00:00,Qtr 4,October,18505,101.187%,0.027%,129.75,88.663%,10,4
近隣アジア,韓国,2010-10-01 00:00:00,Qtr 4,October,193829,147.741%,0.378%,7.30,94.928%,10,4
近隣アジア,香港,2010-10-01 00:00:00,Qtr 4,October,30423,76.396%,0.400%,10.56,90.566%,10,4
近隣アジア,台湾,2010-10-01 00:00:00,Qtr 4,October,105678,107.839%,0.449%,2.66,95.000%,10,4
近隣アジア,中国,2010-10-01 00:00:00,Qtr 4,October,106237,98.094%,0.007%,,,10,4
中東,イスラエル,2010-10-01 00:00:00,Qtr 4,October,1910,114.166%,0.021%,,,10,4
東南アジア,インド,2010-10-01 00:00:00,Qtr 4,October,6603,125.199%,0.000%,1.86,95.876%,10,4
東南アジア,インドネシア,2010-10-01 00:00:00,Qtr 4,October,7010,125.470%,0.003%,0.92,95.833%,10,4
東南アジア,シンガポール,2010-10-01 00:00:00,Qtr 4,October,13459,99.021%,0.228%,62.85,97.246%,10,4
東南アジア,タイ,2010-10-01 00:00:00,Qtr 4,October,27812,112.970%,0.040%,2.74,101.107%,10,4
東南アジア,フィリピン,2010-10-01 00:00:00,Qtr 4,October,6797,110.736%,0.006%,1.89,97.927%,10,4
東南アジア,ベトナム,2010-10-01 00:00:00,Qtr 4,October,4226,124.404%,0.004%,,,10,4
東南アジア,マレーシア,2010-10-01 00:00:00,Qtr 4,October,9233,109.150%,0.028%,26.44,99.511%,10,4
南アメリカ,ブラジル,2010-10-01 00:00:00,Qtr 4,October,2564,115.966%,0.001%,,,10,4
南アメリカ,メキシコ,2010-10-01 00:00:00,Qtr 4,October,2130,99.208%,0.002%,6.58,96.199%,10,4
北アメリカ,カナダ,2010-10-01 00:00:00,Qtr 4,October,13281,91.568%,0.035%,80.41,93.773%,10,4
北アメリカ,米国,2010-10-01 00:00:00,Qtr 4,October,65989,99.117%,0.020%,81.93,90.671%,10,4
,,2010-09-01 00:00:00,Qtr 3,September,,,,80.39,90.580%,9,3
オセアニア,ニュージーランド,2010-09-01 00:00:00,Qtr 3,September,3522,121.658%,0.072%,61.25,95.509%,9,3
オセアニア,豪州,2010-09-01 00:00:00,Qtr 3,September,23500,124.781%,0.090%,78.84,100.318%,9,3
その他,無国籍・その他,2010-09-01 00:00:00,Qtr 3,September,49,98.000%,,,,9,3
ヨーロッパ,アイルランド,2010-09-01 00:00:00,Qtr 3,September,982,131.812%,0.020%,,,9,3
ヨーロッパ,イタリア,2010-09-01 00:00:00,Qtr 3,September,5065,103.346%,0.008%,,,9,3
ヨーロッパ,オーストリア,2010-09-01 00:00:00,Qtr 3,September,1252,80.566%,0.014%,,,9,3
ヨーロッパ,オランダ,2010-09-01 00:00:00,Qtr 3,September,2793,115.175%,0.016%,,,9,3
ヨーロッパ,スイス,2010-09-01 00:00:00,Qtr 3,September,2309,111.384%,0.026%,84.12,95.863%,9,3
ヨーロッパ,スウェーデン,2010-09-01 00:00:00,Qtr 3,September,2273,112.636%,0.022%,11.92,91.622%,9,3
ヨーロッパ,スペイン,2010-09-01 00:00:00,Qtr 3,September,4560,114.429%,0.010%,,,9,3
ヨーロッパ,デンマーク,2010-09-01 00:00:00,Qtr 3,September,1216,114.501%,0.021%,14.76,82.597%,9,3
ヨーロッパ,ドイツ,2010-09-01 00:00:00,Qtr 3,September,11534,118.956%,0.014%,,,9,3
ヨーロッパ,トルコ,2010-09-01 00:00:00,Qtr 3,September,790,122.862%,0.001%,,,9,3
ヨーロッパ,ノルウェー,2010-09-01 00:00:00,Qtr 3,September,858,115.168%,0.016%,13.91,90.032%,9,3
ヨーロッパ,フィンランド,2010-09-01 00:00:00,Qtr 3,September,1117,96.710%,0.020%,,,9,3
ヨーロッパ,フランス,2010-09-01 00:00:00,Qtr 3,September,11475,112.954%,0.017%,,,9,3
ヨーロッパ,ベルギー,2010-09-01 00:00:00,Qtr 3,September,1547,139.495%,0.013%,,,9,3
ヨーロッパ,ポーランド,2010-09-01 00:00:00,Qtr 3,September,1066,122.248%,0.003%,27.79,86.681%,9,3
ヨーロッパ,ポルトガル,2010-09-01 00:00:00,Qtr 3,September,805,120.149%,0.008%,,,9,3
ヨーロッパ,ロシア,2010-09-01 00:00:00,Qtr 3,September,3994,109.816%,0.003%,,,9,3
ヨーロッパ,英国,2010-09-01 00:00:00,Qtr 3,September,15545,107.817%,0.023%,131.16,87.797%,9,3
近隣アジア,韓国,2010-09-01 00:00:00,Qtr 3,September,193975,183.915%,0.378%,7.25,96.538%,9,3
近隣アジア,香港,2010-09-01 00:00:00,Qtr 3,September,33767,103.399%,0.444%,10.86,91.956%,9,3
近隣アジア,台湾,2010-09-01 00:00:00,Qtr 3,September,102811,132.709%,0.436%,2.66,94.662%,9,3
近隣アジア,中国,2010-09-01 00:00:00,Qtr 3,September,137333,139.146%,0.010%,,,9,3
中東,イスラエル,2010-09-01 00:00:00,Qtr 3,September,1856,143.210%,0.021%,,,9,3
東南アジア,インド,2010-09-01 00:00:00,Qtr 3,September,5392,98.001%,0.000%,1.84,96.842%,9,3
東南アジア,インドネシア,2010-09-01 00:00:00,Qtr 3,September,13681,128.605%,0.005%,0.94,101.075%,9,3
東南アジア,シンガポール,2010-09-01 00:00:00,Qtr 3,September,10929,117.063%,0.185%,63.13,98.349%,9,3
東南アジア,タイ,2010-09-01 00:00:00,Qtr 3,September,12777,107.705%,0.018%,2.74,101.481%,9,3
東南アジア,フィリピン,2010-09-01 00:00:00,Qtr 3,September,6133,121.783%,0.005%,1.91,100.526%,9,3
東南アジア,ベトナム,2010-09-01 00:00:00,Qtr 3,September,3761,110.520%,0.004%,,,9,3
東南アジア,マレーシア,2010-09-01 00:00:00,Qtr 3,September,9033,116.390%,0.027%,27.16,103.743%,9,3
南アメリカ,ブラジル,2010-09-01 00:00:00,Qtr 3,September,1922,125.621%,0.001%,,,9,3
南アメリカ,メキシコ,2010-09-01 00:00:00,Qtr 3,September,1738,108.287%,0.001%,6.57,96.193%,9,3
北アメリカ,カナダ,2010-09-01 00:00:00,Qtr 3,September,11570,106.450%,0.030%,81.48,96.529%,9,3
北アメリカ,米国,2010-09-01 00:00:00,Qtr 3,September,56599,108.174%,0.017%,84.37,92.157%,9,3
,,2010-08-01 00:00:00,Qtr 3,August,,,,81.30,88.739%,8,3
オセアニア,ニュージーランド,2010-08-01 00:00:00,Qtr 3,August,2538,114.221%,0.052%,61.15,95.353%,8,3
オセアニア,豪州,2010-08-01 00:00:00,Qtr 3,August,12858,96.257%,0.049%,77.01,97.088%,8,3
その他,無国籍・その他,2010-08-01 00:00:00,Qtr 3,August,54,108.000%,,,,8,3
ヨーロッパ,アイルランド,2010-08-01 00:00:00,Qtr 3,August,903,104.032%,0.018%,,,8,3
ヨーロッパ,イタリア,2010-08-01 00:00:00,Qtr 3,August,8279,85.500%,0.014%,,,8,3
ヨーロッパ,オーストリア,2010-08-01 00:00:00,Qtr 3,August,1133,100.265%,0.012%,,,8,3
ヨーロッパ,オランダ,2010-08-01 00:00:00,Qtr 3,August,2202,93.942%,0.013%,,,8,3
ヨーロッパ,スイス,2010-08-01 00:00:00,Qtr 3,August,1912,117.085%,0.022%,82.17,92.482%,8,3
ヨーロッパ,スウェーデン,2010-08-01 00:00:00,Qtr 3,August,1873,111.422%,0.018%,11.71,88.311%,8,3
ヨーロッパ,スペイン,2010-08-01 00:00:00,Qtr 3,August,7368,102.561%,0.016%,,,8,3
ヨーロッパ,デンマーク,2010-08-01 00:00:00,Qtr 3,August,866,110.178%,0.015%,14.81,81.374%,8,3
ヨーロッパ,ドイツ,2010-08-01 00:00:00,Qtr 3,August,9789,113.905%,0.012%,,,8,3
ヨーロッパ,トルコ,2010-08-01 00:00:00,Qtr 3,August,875,133.997%,0.001%,,,8,3
ヨーロッパ,ノルウェー,2010-08-01 00:00:00,Qtr 3,August,654,109.548%,0.012%,13.93,89.123%,8,3
ヨーロッパ,フィンランド,2010-08-01 00:00:00,Qtr 3,August,1042,83.094%,0.019%,,,8,3
ヨーロッパ,フランス,2010-08-01 00:00:00,Qtr 3,August,14446,103.801%,0.022%,,,8,3
ヨーロッパ,ベルギー,2010-08-01 00:00:00,Qtr 3,August,1187,116.031%,0.010%,,,8,3
ヨーロッパ,ポーランド,2010-08-01 00:00:00,Qtr 3,August,1037,129.302%,0.003%,27.68,84.236%,8,3
ヨーロッパ,ポルトガル,2010-08-01 00:00:00,Qtr 3,August,1634,148.007%,0.016%,,,8,3
ヨーロッパ,ロシア,2010-08-01 00:00:00,Qtr 3,August,4375,108.238%,0.003%,,,8,3
ヨーロッパ,英国,2010-08-01 00:00:00,Qtr 3,August,14880,99.578%,0.022%,133.92,85.229%,8,3
近隣アジア,韓国,2010-08-01 00:00:00,Qtr 3,August,246882,129.266%,0.481%,7.25,94.524%,8,3
近隣アジア,香港,2010-08-01 00:00:00,Qtr 3,August,51526,109.318%,0.678%,11.01,89.951%,8,3
近隣アジア,台湾,2010-08-01 00:00:00,Qtr 3,August,113438,98.856%,0.481%,2.68,92.734%,8,3
近隣アジア,中国,2010-08-01 00:00:00,Qtr 3,August,171503,157.318%,0.012%,,,8,3
中東,イスラエル,2010-08-01 00:00:00,Qtr 3,August,914,112.562%,0.010%,,,8,3
東南アジア,インド,2010-08-01 00:00:00,Qtr 3,August,5401,104.086%,0.000%,1.85,93.434%,8,3
東南アジア,インドネシア,2010-08-01 00:00:00,Qtr 3,August,3720,92.445%,0.001%,0.96,101.053%,8,3
東南アジア,シンガポール,2010-08-01 00:00:00,Qtr 3,August,7239,104.580%,0.123%,63.07,95.764%,8,3
東南アジア,タイ,2010-08-01 00:00:00,Qtr 3,August,9857,121.917%,0.014%,2.69,96.416%,8,3
東南アジア,フィリピン,2010-08-01 00:00:00,Qtr 3,August,5517,95.055%,0.005%,1.90,96.447%,8,3
東南アジア,ベトナム,2010-08-01 00:00:00,Qtr 3,August,3421,119.033%,0.003%,,,8,3
東南アジア,マレーシア,2010-08-01 00:00:00,Qtr 3,August,4996,100.382%,0.015%,27.13,100.407%,8,3
南アメリカ,ブラジル,2010-08-01 00:00:00,Qtr 3,August,1527,122.848%,0.001%,,,8,3
南アメリカ,メキシコ,2010-08-01 00:00:00,Qtr 3,August,1299,97.231%,0.001%,6.71,91.918%,8,3
北アメリカ,カナダ,2010-08-01 00:00:00,Qtr 3,August,12291,91.526%,0.032%,82.29,94.229%,8,3
北アメリカ,米国,2010-08-01 00:00:00,Qtr 3,August,55449,95.529%,0.017%,85.51,90.096%,8,3
,,2010-07-01 00:00:00,Qtr 3,July,,,,82.92,91.073%,7,3
オセアニア,ニュージーランド,2010-07-01 00:00:00,Qtr 3,July,3233,119.741%,0.066%,62.40,102.581%,7,3
オセアニア,豪州,2010-07-01 00:00:00,Qtr 3,July,15563,102.314%,0.060%,76.76,101.053%,7,3
その他,無国籍・その他,2010-07-01 00:00:00,Qtr 3,July,61,145.238%,,,,7,3
ヨーロッパ,アイルランド,2010-07-01 00:00:00,Qtr 3,July,894,91.131%,0.018%,,,7,3
ヨーロッパ,イタリア,2010-07-01 00:00:00,Qtr 3,July,5748,107.520%,0.010%,,,7,3
ヨーロッパ,オーストリア,2010-07-01 00:00:00,Qtr 3,July,1312,104.044%,0.014%,,,7,3
ヨーロッパ,オランダ,2010-07-01 00:00:00,Qtr 3,July,3644,112.852%,0.021%,,,7,3
ヨーロッパ,スイス,2010-07-01 00:00:00,Qtr 3,July,2860,123.276%,0.033%,83.15,94.996%,7,3
ヨーロッパ,スウェーデン,2010-07-01 00:00:00,Qtr 3,July,2104,114.038%,0.021%,11.78,95.928%,7,3
ヨーロッパ,スペイン,2010-07-01 00:00:00,Qtr 3,July,5543,108.601%,0.012%,,,7,3
ヨーロッパ,デンマーク,2010-07-01 00:00:00,Qtr 3,July,1539,123.515%,0.027%,15.01,83.996%,7,3
ヨーロッパ,ドイツ,2010-07-01 00:00:00,Qtr 3,July,9844,113.764%,0.012%,,,7,3
ヨーロッパ,トルコ,2010-07-01 00:00:00,Qtr 3,July,842,125.111%,0.001%,,,7,3
ヨーロッパ,ノルウェー,2010-07-01 00:00:00,Qtr 3,July,1019,126.899%,0.019%,13.95,93.939%,7,3
ヨーロッパ,フィンランド,2010-07-01 00:00:00,Qtr 3,July,1510,89.561%,0.027%,,,7,3
ヨーロッパ,フランス,2010-07-01 00:00:00,Qtr 3,July,16202,117.585%,0.025%,,,7,3
ヨーロッパ,ベルギー,2010-07-01 00:00:00,Qtr 3,July,1646,124.320%,0.014%,,,7,3
ヨーロッパ,ポーランド,2010-07-01 00:00:00,Qtr 3,July,984,118.127%,0.003%,27.42,88.652%,7,3
ヨーロッパ,ポルトガル,2010-07-01 00:00:00,Qtr 3,July,1114,163.104%,0.011%,,,7,3
ヨーロッパ,ロシア,2010-07-01 00:00:00,Qtr 3,July,4934,114.028%,0.003%,,,7,3
ヨーロッパ,英国,2010-07-01 00:00:00,Qtr 3,July,16233,100.365%,0.024%,133.87,86.530%,7,3
近隣アジア,韓国,2010-07-01 00:00:00,Qtr 3,July,236092,138.682%,0.460%,7.28,97.196%,7,3
近隣アジア,香港,2010-07-01 00:00:00,Qtr 3,July,68846,140.643%,0.906%,11.28,92.459%,7,3
近隣アジア,台湾,2010-07-01 00:00:00,Qtr 3,July,152925,132.135%,0.649%,2.73,94.792%,7,3
近隣アジア,中国,2010-07-01 00:00:00,Qtr 3,July,164944,242.765%,0.012%,,,7,3
中東,イスラエル,2010-07-01 00:00:00,Qtr 3,July,859,87.475%,0.010%,,,7,3
東南アジア,インド,2010-07-01 00:00:00,Qtr 3,July,5395,110.350%,0.000%,1.89,95.939%,7,3
東南アジア,インドネシア,2010-07-01 00:00:00,Qtr 3,July,6179,130.939%,0.002%,0.97,103.191%,7,3
東南アジア,シンガポール,2010-07-01 00:00:00,Qtr 3,July,11556,168.972%,0.196%,63.66,97.653%,7,3
東南アジア,タイ,2010-07-01 00:00:00,Qtr 3,July,14208,147.524%,0.020%,2.72,97.842%,7,3
東南アジア,フィリピン,2010-07-01 00:00:00,Qtr 3,July,5238,100.867%,0.005%,1.90,96.447%,7,3
東南アジア,ベトナム,2010-07-01 00:00:00,Qtr 3,July,3283,130.745%,0.003%,,,7,3
東南アジア,マレーシア,2010-07-01 00:00:00,Qtr 3,July,7960,162.217%,0.024%,27.39,102.661%,7,3
南アメリカ,ブラジル,2010-07-01 00:00:00,Qtr 3,July,2262,143.802%,0.001%,,,7,3
南アメリカ,メキシコ,2010-07-01 00:00:00,Qtr 3,July,2140,123.986%,0.002%,6.85,96.751%,7,3
北アメリカ,カナダ,2010-07-01 00:00:00,Qtr 3,July,14468,102.610%,0.038%,84.01,100.095%,7,3
北アメリカ,米国,2010-07-01 00:00:00,Qtr 3,July,68051,96.700%,0.020%,87.75,92.837%,7,3
,,2010-06-01 00:00:00,Qtr 2,June,,,,85.05,91.659%,6,2
オセアニア,ニュージーランド,2010-06-01 00:00:00,Qtr 2,June,2392,104.227%,0.049%,62.84,102.129%,6,2
オセアニア,豪州,2010-06-01 00:00:00,Qtr 2,June,16171,126.553%,0.062%,77.56,100.207%,6,2
その他,無国籍・その他,2010-06-01 00:00:00,Qtr 2,June,40,121.212%,,,,6,2
ヨーロッパ,アイルランド,2010-06-01 00:00:00,Qtr 2,June,857,102.758%,0.017%,,,6,2
ヨーロッパ,イタリア,2010-06-01 00:00:00,Qtr 2,June,3955,94.234%,0.007%,,,6,2
ヨーロッパ,オーストリア,2010-06-01 00:00:00,Qtr 2,June,954,105.882%,0.010%,,,6,2
ヨーロッパ,オランダ,2010-06-01 00:00:00,Qtr 2,June,2136,105.952%,0.012%,,,6,2
ヨーロッパ,スイス,2010-06-01 00:00:00,Qtr 2,June,1552,95.567%,0.018%,80.53,90.068%,6,2
ヨーロッパ,スウェーデン,2010-06-01 00:00:00,Qtr 2,June,2470,110.862%,0.024%,11.59,93.018%,6,2
ヨーロッパ,スペイン,2010-06-01 00:00:00,Qtr 2,June,2997,117.437%,0.006%,,,6,2
ヨーロッパ,デンマーク,2010-06-01 00:00:00,Qtr 2,June,1145,121.550%,0.020%,14.92,82.023%,6,2
ヨーロッパ,ドイツ,2010-06-01 00:00:00,Qtr 2,June,8550,113.561%,0.010%,,,6,2
